gene_symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
SPPL2B	2.1541625874585053	6.195898705262632	6.666348004474463	1.5021300287764608e-06	0.00010399265044408083	5.334133330704599
CELSR2	2.2490799075504473	6.306151735100927	6.652690868303785	1.5468988189564896e-06	0.00010536738515744275	5.301201635644794
MANEAL	3.551367571411544	3.6844129700423784	6.648849825673025	1.5597355026228186e-06	0.00010536738515744275	5.346207576863038
HES6	4.045063737667301	3.1967005125840675	6.428510734540717	2.51376541876307e-06	0.00014907800221811382	4.8554289152217
KSR2	2.2014057068442305	6.097201869961968	6.41471800677515	2.5905367121168564e-06	0.00015253743928357832	4.7994290687395775
SAPCD2	2.760139504984537	3.9720093683930875	6.385131486617908	2.763444234540562e-06	0.0001607701201458903	4.817333419267969
SRCIN1	3.257856932832359	5.064809112796549	6.384176581986798	2.769218194220883e-06	0.0001607701201458903	4.785285932248178
SCRIB	2.1302445447617124	6.418609203570969	6.373025588001917	2.8375681501010146e-06	0.00016270501071151292	4.697000154691585
CDKN2A	2.4681978799854862	4.191773084581394	6.3439750203588705	3.0238843426419444e-06	0.00017018091950120277	4.7313251781123
SIAE	2.483733879311801	9.606016733268419	6.320711308799717	3.182113984560644e-06	0.00017787587158290679	4.564146323377331
SCRT1	5.78023661377715	0.34129516031311324	6.315315296727492	3.220014102788855e-06	0.00017878642061994765	3.89056914301601
ABHD17AP3	5.4685996034958695	-0.7281810985249868	6.312847744520811	3.2374995505402713e-06	0.0001791560788068205	3.525617361169929
SRRM3	3.3084497861793793	4.333204256658919	6.234726296449472	3.844519622969484e-06	0.00020194102121159706	4.497857866623516
FAM57B	2.624374650388226	4.29525367703353	6.204269568741045	4.111761110716768e-06	0.0002112832277575144	4.43424913748314
ADGRB2	3.5864670818902553	3.541365509428705	6.186150110097472	4.279714887832322e-06	0.00021655095576169297	4.3912921807658005
ITGB3BP	3.721290975883165	6.248543573506542	6.086806824744766	5.3339934658992555e-06	0.0002565588833917706	4.078872282964888
SPTB	1.9876411022070726	4.958515915688691	6.081521205139214	5.397038776253421e-06	0.000257346984414666	4.13957304500205
RP11-1212A22.1	2.765141322994036	6.2955311234798605	6.075513840509184	5.469620472020546e-06	0.0002592656988665626	4.052029808536722
XKR7	3.548058180215167	4.248790080252955	6.061163767574685	5.647074532984046e-06	0.00026543409054809907	4.130525038541533
ADCY1	2.291096269261475	5.886116875620903	6.042000598818916	5.893285134154254e-06	0.0002719960086902708	3.9978539022066997
PHF21B	3.979346603099233	2.617875184283854	6.041373835905922	5.901521039514518e-06	0.0002719960086902708	3.996233136378674
SLC29A4	1.7509762727054135	4.642000508921544	5.99949016346114	6.479479215834037e-06	0.00029054055042056903	3.979923447277973
FBXL16	2.1872813758238374	3.91735469594837	5.957286244125999	7.120622086028837e-06	0.0003128365052174824	3.916379715492104
CPT1C	1.9586391917399455	4.840136183381462	5.954617791496181	7.163280090471824e-06	0.0003128365052174824	3.87068102244481
BRI3BP	1.6697324933421251	5.2879771426350874	5.931638450396262	7.541627874739415e-06	0.00032411370081932044	3.7912428685987276
ECE2	3.0874780838438918	3.428041857405051	5.918957822926781	7.759105686743236e-06	0.00032998452365444697	3.8291544827230553
RCC2	1.6596523688533136	6.718132658787961	5.909125597713851	7.932141835051262e-06	0.00033395729975256534	3.6688242562107405
MSI1	2.0769457957971915	4.4614003128619855	5.907681348993599	7.957889533492308e-06	0.00033419096502833437	3.7905284429253605
DNM1	1.9895897922616577	5.738878573014047	5.8980352526978965	8.13206461841193e-06	0.00033892478885703725	3.688586840505936
CAMK2B	3.0789351944813115	4.653641743132625	5.872386083365995	8.614421372425863e-06	0.0003528074654162335	3.7027284902212028
SPTBN4	3.909616647771289	2.9133496850731353	5.869422122468528	8.672016631907236e-06	0.0003542893510902151	3.688374581037211
FZD3	1.6588376491867027	4.85187137625792	5.833636739753732	9.399293982302458e-06	0.0003747487186293409	3.605149499750196
NPTXR	1.7843585028015	5.231459839545479	5.816725970876313	9.764391663693514e-06	0.00038284745134472246	3.541718719059295
APC2	2.6102172676900577	4.610829893338302	5.808707405776147	9.942545726763798e-06	0.00038453126743538224	3.566143230393463
ARMC10	1.7994261657172856	5.723114025620716	5.799596333683751	1.0149010570273446e-05	0.00038692518178742955	3.471177886737822
MEX3A	2.564215123856963	5.556782208958172	5.789540590194039	1.038197619044649e-05	0.00039308965228175655	3.4594333165842537
CHTF18	2.616353542593764	4.027688987043408	5.760700732711222	1.1080906951230559e-05	0.00041201053126979956	3.4914213449416795
CELF3	3.844812105070578	3.438254296398487	5.743683060523202	1.1515705942648064e-05	0.0004253099788550332	3.459803579941619
POU2F2	1.9877211552998748	5.289645037709905	5.7291750744625505	1.1900131584210838e-05	0.0004356185336113994	3.3436566849036025
HOXD11	6.38820060536926	0.3749414515475679	5.699353396495375	1.2732035067036593e-05	0.0004599656161990993	2.8388378745146507
BAHCC1	1.7325863700598347	6.587372518081646	5.6974177644512976	1.2788041964614375e-05	0.0004599803094489336	3.1998879131872346
DLL3	5.373374402780431	1.2595719891137636	5.695905531098704	1.2831972986879649e-05	0.0004605592734076154	3.0518517760017003
MEX3B	3.1859547022700485	3.2020961835454322	5.682204375173544	1.3237089760282053e-05	0.00047202777408109233	3.3213401208317537
CCNF	2.2552305227816314	4.421208162806333	5.650994127751038	1.4209392222005612e-05	0.0004993916523236877	3.232131938681647
DRD2	5.293254101685525	2.386431171218372	5.646588179390357	1.4352409443964723e-05	0.0005022171489818972	3.167423698060965
CHD5	3.791293783662896	3.707914846514723	5.645885091370282	1.4375367287417863e-05	0.0005022171489818972	3.251727581744471
POLD1	2.236398553377506	4.925311790482306	5.639700873654763	1.4578921766121381e-05	0.0005078375569310408	3.1717465272372944
TCF19	1.9062874844893298	4.571998493472162	5.62763318702	1.4984645634152184e-05	0.000516900635578303	3.170677287850962
KIF1A	2.809586215886542	7.324646923713865	5.625558123257047	1.5055563378157553e-05	0.0005178988599895943	3.019555456036227
PIDD1	2.186998887382197	5.272520244285641	5.598452357179892	1.6014030014674332e-05	0.0005436694696588848	3.0536223284436197
GPT2	2.340558818643256	4.852100627567562	5.593645769065555	1.619038509178577e-05	0.0005436694696588848	3.074948541102242
NRXN1	2.8299612033055954	5.791604941961663	5.565373058764153	1.726858958763143e-05	0.0005639584661920387	2.942960596880015
WDR90	1.5988117210643145	6.794596203523886	5.561190048495655	1.7434221957901843e-05	0.0005678477096760706	2.8861184287527575
SLC25A29	1.328890910090653	7.2038929244127905	5.547780286288034	1.7976207217908186e-05	0.0005764231097432342	2.8458591167246228
MRPL21	2.184772169848044	3.530338455700939	5.543698107460567	1.8144586221122685e-05	0.0005805672452960877	3.033385122816057
MSI2	1.651743038602553	7.43121610704172	5.522226057966031	1.9057104624746313e-05	0.0005971947975777509	2.784140479880394
GNG4	2.337191193922459	5.447268802698877	5.5212706599014805	1.9098777885185915e-05	0.0005973693362727526	2.8676639555887924
TACC3	1.8770622446141436	5.013864690485182	5.4986907809873165	2.0111200848547793e-05	0.0006211195335943793	2.8506008037878035
SBK1	2.1085759141101788	6.693745118870602	5.446903532321129	2.26449666713456e-05	0.0006830630910603831	2.6303377115860256
ACAP3	1.9749688635578888	6.332730838299681	5.446533682995449	2.2664186932923386e-05	0.0006830630910603831	2.644043178500813
ENO2	1.970391213677419	6.380301810754206	5.4421577971233805	2.2892857892866898e-05	0.0006860719522748396	2.63194313541249
C19ORF48	2.5455054554398635	5.273613490542425	5.419359470157502	2.4122826267658122e-05	0.0007114728759798062	2.651741737017896
GNAO1	2.6656479028479714	5.604766157386433	5.41215465094278	2.452536360034752e-05	0.0007184816219340836	2.610248833543811
NXPH4	4.307810224995131	2.0019719863865544	5.406545691922385	2.484347107503824e-05	0.0007249736726765128	2.6271165633892517
MAZ	1.4013056845193423	7.245982352873602	5.403756514727298	2.5003218216299347e-05	0.0007283507898008609	2.5179695753164992
ESPL1	2.011205611360098	5.135263179681555	5.395621499010083	2.547514385406977e-05	0.0007376611836542891	2.6095145380707834
FBXO41	1.9764377308670782	4.858078724553629	5.394554101388197	2.5537734989538178e-05	0.0007376611836542891	2.6300700451506964
PLEKHG4B	2.228081566614888	6.379236684188396	5.388124348977655	2.5918096450718087e-05	0.0007422274171087187	2.5092718278726123
APLP1	3.106667554485701	3.740552224587083	5.380918996086247	2.635120020462507e-05	0.0007530344707870922	2.675784308063905
EPHA10	3.2667994706051173	3.5573546521508645	5.368874676530319	2.709169025700935e-05	0.0007655374958491393	2.654942772880913
GOLGA6L7P	2.924535517259452	4.8365386263388395	5.368539561524036	2.711259353122178e-05	0.0007655374958491393	2.573520835666974
TNFRSF13C	2.1608006206238812	3.7223052638495635	5.367165348453489	2.7198483889993253e-05	0.0007666543687288388	2.646399380919487
IGSF9	1.9524529232995373	6.542184113579815	5.3533430039279795	2.8077960445755837e-05	0.0007897601809622792	2.423121844693247
HCN3	2.720170137145745	3.9179475392573666	5.349840882232339	2.8305351827773283e-05	0.0007924540631850029	2.5994761327183076
HOXD10	5.936470118716864	0.46029447747678925	5.344454568567188	2.8658747524936393e-05	0.0007982956844235649	2.2178878287379717
PKD1P1	2.222929342200306	6.616393768941421	5.3393836442126466	2.8995554482484876e-05	0.000804967188703347	2.3884558973042935
KIF18B	2.343394222575688	4.973710803394306	5.338444919297621	2.9058344434755333e-05	0.0008053590737310917	2.4943032318484066
SCAMP5	2.3772049609356265	4.749642378161106	5.33207724053375	2.948793831533825e-05	0.000814536606620345	2.4990478760082055
PKMYT1	3.287361564304402	3.265623124461762	5.315894548806349	3.0609020545425304e-05	0.0008398952801734776	2.5425537025318548
CAMK2N2	5.4208866058775	1.857619294788909	5.304357415682337	3.143467391729462e-05	0.0008540527333917189	2.400723143293532
SMPD3	2.0901219709615297	5.189969562953153	5.280209949507324	3.323690477046471e-05	0.0008942078476944863	2.3445015722654237
RALYL	6.221560116992574	1.743101802895918	5.2415515244195525	3.634374700703064e-05	0.0009545137110767126	2.2581391254606906
LMNB2	1.9587517924044544	5.67071275372042	5.240313037505773	3.64480233487903e-05	0.0009557353317418136	2.2156616274814933
MEGF8	1.4484167278608817	6.689775079279249	5.238184766392075	3.6627927471678593e-05	0.0009576210145519239	2.154627339531851
CELF4	2.654460190225272	5.1469768412722345	5.2285823672132405	3.745091756020007e-05	0.0009712584356599849	2.2313480944684603
CDH24	2.192645019594853	4.554261477181136	5.223839447325346	3.7864328717398064e-05	0.0009804431658185734	2.2727586742864174
MAPT	1.7298462802717998	5.510200870080692	5.210369450196899	3.9063901295582786e-05	0.0009989973892375777	2.1597977643162487
BDH1	1.6003469116984794	5.365590663468081	5.205779019695258	3.9481469111721376e-05	0.0010034721780684207	2.1610183835203696
WDR34	3.1932766586698857	4.293750237038531	5.204898363018674	3.9562095077378355e-05	0.0010039791796783778	2.2521133711986003
RECQL4	2.9986291123847115	4.115012610448572	5.196755242054869	4.031558789709189e-05	0.0010184148356416525	2.247857109149023
SOX11	2.8092693779214835	4.86709745346683	5.170499894296905	4.2845817894856884e-05	0.001061267818695063	2.1247606074533234
UNC79	2.1403329147533565	4.767202094267131	5.162673665356662	4.363081382707476e-05	0.0010742789368791354	2.1161429140712924
LINC01529	4.635177706964716	1.316089904923037	5.1522449643056385	4.469960373827839e-05	0.001088467803617292	2.0158926470577088
CARMIL3	2.3717900542550425	4.191744190984799	5.145735410160928	4.5380180513799474e-05	0.0010964674976989932	2.128098502987691
SPTBN2	1.9371450742653584	5.8297186175758045	5.104186742998111	4.997919170884274e-05	0.0011813652943064457	1.893420552495817
SYN1	3.072450940468903	2.6020489631991723	5.09716946123382	5.0801415939556185e-05	0.0011956760001933097	2.052988983951556
STX1A	3.0733519450721754	3.802020822187094	5.070700351537619	5.402837272176545e-05	0.0012433288665567887	1.9894463140133638
DISP2	1.663362966807855	4.892300659729755	5.051848047904652	5.6452896606286e-05	0.0012878446094226807	1.8535808699161205
CTXN1	4.519977766220639	2.785171696554008	5.035760850456232	5.860894922633441e-05	0.0013247864397526355	1.9314281929779753
MAP3K9	1.5665715418638433	5.591394540232345	5.0310110372562455	5.926136674647255e-05	0.0013377061039387924	1.7439136893226852
TUBB3	3.277081885893037	4.082657448079512	5.028674873321706	5.958495141032326e-05	0.0013413504844016443	1.875158047633831
PGBD5	2.116016305274799	4.462418836745535	5.027433327207223	5.9757647948454545e-05	0.0013415875752444083	1.838811460057876
VWA5B2	2.787059470901021	3.9737191469918165	5.012011825112306	6.194554136023087e-05	0.0013776222141752418	1.8466424428029287
STX1B	2.611305965817765	3.104109096175932	5.010777099163745	6.212418949624348e-05	0.0013797407240333482	1.8828049965781304
CBSL	5.072802022691189	0.21166360682136418	5.0080490064271865	6.252076205710217e-05	0.0013829793168406586	1.5417959725952493
MGAT5B	2.268084903328547	3.8260966544171984	5.004820183856521	6.299344203357039e-05	0.0013915747555239728	1.8414836304012372
RRM2	2.7627560697296745	3.8833987412860886	4.995827789321491	6.432906034961855e-05	0.0014154104156180699	1.8173713400886546
RIMBP2	2.2973590019649843	4.401140294753746	4.994504373264774	6.452803333012368e-05	0.0014154655932085264	1.7701993103448457
ASXL3	1.9113057133986109	4.861731983302241	4.978232931804395	6.702601644166173e-05	0.0014459093455589766	1.6891975299389816
GAD1	3.3106558343226737	3.778769299841077	4.9503846529107705	7.153092530642462e-05	0.0015154298208964172	1.7237206471129687
DPY19L2P2	1.2977055718801704	6.0701672267993	4.949255299532688	7.171995684214922e-05	0.001516245669795904	1.5216187547491922
FADS2	1.6556502999989053	5.78397493223367	4.949059917920638	7.175271119607112e-05	0.001516245669795904	1.541001266124562
RASAL1	2.8109820568597583	2.9532593183800904	4.940957100201256	7.312452303176448e-05	0.0015412972714440446	1.7314068871949644
CBFA2T2	1.259105521073728	7.433902013140841	4.9401777259479305	7.325786439823941e-05	0.0015421432879558134	1.450563268336447
GIGYF1	1.4081995332500794	7.347353086645329	4.933093492000859	7.448124161955018e-05	0.0015599577516925028	1.4356625327960542
TMEM132A	1.9393344415956655	5.3609465577374875	4.923595507192165	7.615399058465208e-05	0.0015909645558253198	1.5174099564097725
SOX12	1.7699343475292713	4.690238882223966	4.916390929177032	7.74481707607347e-05	0.0016101791413204796	1.5654038866453464
PIANP	3.8611658002679685	3.167809894002711	4.9152327456452936	7.765828726620019e-05	0.0016122133263570242	1.6743836120238358
RP11-958N24.1	2.3363074173593263	6.438798899761698	4.904642805038908	7.960647727255645e-05	0.0016332691713189945	1.3983158596761527
RNF165	1.7275197637453603	5.292508905419671	4.900513105953873	8.037954868129457e-05	0.0016419259413341975	1.4707741831310557
NOVA1	1.823261760567	4.545739785782414	4.892509172296098	8.189958100609196e-05	0.0016668025428373892	1.5255702717969415
ADD2	1.9853495629914226	5.927142330953269	4.884158746687894	8.351644902677052e-05	0.0016893192733458988	1.3812888123120501
RP11-404K5.2	5.457419769287109	2.543855622466933	4.864589475984409	8.74333510498494e-05	0.0017535420926918885	1.557340421783957
FMN2	2.7614690642789963	4.203927606552547	4.845339564376849	9.146776468618535e-05	0.0018124857898175124	1.452306794588491
STAG3	1.4414514444767947	6.343842167425594	4.831751862469747	9.442842377154773e-05	0.0018666818395747058	1.2347366769661257
SHOX2	2.412088685441872	3.5495777246236058	4.822034589069421	9.660503447708906e-05	0.001898369240448831	1.453707826085159
PCSK1N	3.4054232492908456	1.2225414905205634	4.818329809069001	9.744818348098722e-05	0.0019058837398066367	1.3420724821357624
RHPN1	2.3366993591852885	5.004168141129024	4.810910595602994	9.915912250041545e-05	0.0019302198128139695	1.29338305659211
ST18	2.6085528819412156	5.320932854878351	4.8041637611461505	0.00010074136833035641	0.0019543090306029863	1.2471702577750499
RAD54L	2.592412627776426	3.2652444593724095	4.804123463832094	0.00010075089502481842	0.0019543090306029863	1.4284136964557677
SIX4	2.503965632667958	3.450421947383207	4.793481800531425	0.0001032988464087299	0.0019866685414420804	1.3962599200165489
STRIP2	1.8609277770174866	3.855132122141493	4.7906235318411605	0.00010399423933261053	0.0019900290827973774	1.3610539889628814
BICDL1	2.284234810377207	4.882799118057794	4.785993207318979	0.0001051308167452233	0.002005311641837593	1.2487537565464182
NRXN2	3.5024384781871296	3.7575632656801035	4.775637277779224	0.00010771848540162009	0.00203925636093273	1.335614546609163
RP1-283E3.4	1.5285678491530978	4.974316419873304	4.769481980182971	0.0001092869379149217	0.002066584771131765	1.2016028145553879
ELAVL3	1.8318649124905555	6.0961890247952075	4.767581432176003	0.00010977587152432666	0.0020693523685950113	1.1009415210574494
SAC3D1	3.2361014150339926	1.354711197022413	4.753702649933642	0.00011341397834613832	0.0021276050858449035	1.2287088208384196
HIST2H3A	3.0670533332448446	2.060714460569615	4.749142798080793	0.00011463567254117636	0.0021408147154247225	1.2860737985873367
HIST2H3C	3.0670533332448446	2.060714460569615	4.749142798080793	0.00011463567254117636	0.0021408147154247225	1.2860737985873367
SLFNL1	1.9332580937069226	3.8679911587840046	4.743975447698347	0.00011603621122911986	0.0021611267126358637	1.2553944121407268
LIG1	1.6079006341087032	5.520760145217268	4.743162200030488	0.00011625819986774215	0.0021611267126358637	1.08878422847501
UNKL	1.4232101328390465	4.893287605283263	4.739929103162554	0.0001171449756949314	0.002172960502072124	1.142356179575879
TFAP2A	2.429524313373511	3.67837123855356	4.726444604265377	0.00012091780480541583	0.0022184702617659697	1.2319745217563627
AACS	1.23899194700802	6.543642020855387	4.705776539051934	0.0001269401888783983	0.002299868611455942	0.9335640401942351
POU5F1B	1.7476847416189054	3.894703824046405	4.705273898710861	0.00012709036485021078	0.002299868611455942	1.1661389960437623
FOXN4	5.144609758150821	1.0950729752732389	4.70457222613003	0.00012730030657433068	0.002299868611455942	1.100012962733043
PAFAH1B3	3.009247695026506	2.090294855529746	4.702494188057233	0.00012792411578209468	0.002308214198179431	1.1907164165840696
MTCL1	2.104772116937582	5.531621491079499	4.701980660146036	0.00012807874748282876	0.002308486880011857	0.9929519392802542
ADGRD2	1.7965588258086962	4.247156944650752	4.696270319147111	0.00012981099474465772	0.0023330855819823568	1.1109802034707759
MAGED4B	2.5323212087992073	3.906603974044087	4.681980906807983	0.0001342501000442199	0.0023859314235571026	1.1126937807620791
B4GALNT1	3.1264514821237723	3.350421673488953	4.678935627790572	0.00013521577254948087	0.002392813018827498	1.1485591022024977
AC007238.1	5.699426770619917	-0.30319811019316334	4.660779656932141	0.00014112039186149825	0.0024734936480300318	0.8071029243905548
PLEKHG5	1.8995115283553599	5.851014928447805	4.658693288031189	0.00014181537311093188	0.0024830446174534167	0.8666686904524985
PPP1R3E	1.82993376569478	4.966145503375931	4.649674524040225	0.00014485952428329075	0.002518094248341876	0.927987995196081
ZDHHC22	3.7673294090883704	1.9471819613145518	4.646977670215895	0.00014578254935072076	0.002531078763438642	1.0652970543227118
ZBTB8B	1.1300338639373884	5.366304678299174	4.641306772619821	0.00014774287292031003	0.0025464099743119266	0.8683203532787074
SPIRE2	1.576992939391265	5.639457069005123	4.622442373775225	0.00015445733955616025	0.0026346918972126056	0.8001059167527274
MARCKSL1	2.8193313718082376	6.067799110851449	4.619167861169064	0.00015565381420852662	0.0026521101357320502	0.7596202746876424
USH1C	5.330777221165677	1.0490636280695267	4.612843418597488	0.00015799122630756577	0.0026782220317508165	0.912169468430224
SLC7A1	1.627784386012065	5.890833352703003	4.612276205729771	0.00015820258071145898	0.0026782220317508165	0.7563390430167418
ZNF8	1.163333471609734	6.13265138857226	4.6088959482178335	0.0001594680545081716	0.002689662008045063	0.7315245292339512
TMEM198	3.6470756419632355	1.678331229275611	4.605667034540027	0.0001606863994257768	0.0027064531001010595	0.9595247517711911
ARHGAP39	1.9182104063744814	4.331072470634939	4.604453801323037	0.00016114660250051783	0.002709686671721106	0.8937954473569203
MED12L	2.0279968797512193	4.146013489809538	4.595569982886181	0.00016455714413182707	0.002750059855759132	0.8936552019071886
SOX9	2.4677975183314653	4.0029359969777145	4.593114047794248	0.0001655127636856243	0.00275787934334576	0.9030360341733275
GP1BB	4.878411318772443	1.25256169268826	4.591133310483612	0.00016628755438290687	0.002768001886136395	0.8906672926802344
TCEB3CL	4.966975039779882	0.7182359789573224	4.5857130415855725	0.00016842650296712393	0.0027979768253956153	0.8187752161749717
TMEM178B	1.8812345278059874	5.141787955086069	4.565509104539671	0.00017664662521177322	0.002914052902047856	0.7162998565305836
TPBGL	4.4160394174650905	0.05299933899515156	4.562501369200643	0.0001779044504803223	0.002926050733247926	0.6793187090402037
NUP155	1.4531508639177595	5.697973775551602	4.560261816784047	0.00017884688157814818	0.0029337044522574113	0.6515457285011168
NOS1AP	2.460958169314989	4.442562764689543	4.5601318769736485	0.0001789017159632375	0.0029337044522574113	0.7805845866656069
SPRED3	2.0082460072944253	3.7056565975268794	4.549347111928055	0.0001835124108030406	0.0029944737171076034	0.8335955982538144
BSN	1.8152514152482793	6.0490632862206875	4.544148154329347	0.00018577763946500453	0.003010653107333952	0.5872227636364729
KIAA1324	1.3924394271588048	5.4138797084366574	4.543205918994712	0.00018619118370306838	0.0030144024711849017	0.6377211417737376
AKR7A3	3.872501421839351	0.640485749071551	4.536790296351029	0.00018903173695305673	0.003051433287439294	0.7132321380058793
SOX4	1.6358334068105238	7.082437470467334	4.534324912513617	0.00019013487181380515	0.0030632634752007985	0.5169434026000852
B3GALT5	2.2689380706083644	4.680984588787758	4.53162305952817	0.0001913512615297538	0.00307388152744787	0.6887336304128642
KMT5C	1.6850843900026589	4.953135236220097	4.529385382722768	0.00019236460685062822	0.003087162740010179	0.6534274229926424
DDX11	1.510789530232306	6.522200404264435	4.52813737233245	0.00019293212131419606	0.0030909555155862857	0.5226468145349523
U82695.5	5.234711507217567	-0.2842640332272668	4.528044197750147	0.00019297455866074177	0.0030909555155862857	0.5645017500421723
CDC25A	3.0888504713174267	1.8656368131549894	4.524087097744568	0.00019478556410956158	0.003107928586072137	0.8043695367182142
TBC1D16	1.2865809537999562	6.63143366258685	4.519798863672962	0.00019676744222278645	0.003118915469535575	0.4984287585207676
ST8SIA2	2.892190807601186	2.82983225151059	4.510810259394416	0.0002009878003183643	0.0031594351435999856	0.7996282358343825
CNIH2	3.1067144579122985	2.853200508661974	4.510072417776782	0.00020133825495102596	0.0031594351435999856	0.7975347838383806
FBXO5	2.179408589147374	3.0260219127662813	4.509835850750564	0.00020145074800543848	0.0031594351435999856	0.7917359063796869
DHDDS	1.1848453325971615	5.6966365910979615	4.5034406739814745	0.0002045158917670761	0.003195391827363589	0.5203389488976082
COL22A1	4.160220298929168	4.142121807852187	4.497315339453783	0.00020749570827195213	0.0032327909501579286	0.6715227720746579
PPM1E	2.873385005785184	3.7452062728491198	4.48848759107012	0.00021186721237677128	0.0032854310177938685	0.6933897175786914
C17ORF75	1.3032859090460014	4.319424974231419	4.481994814586417	0.00021514148144950138	0.0033206445448353077	0.6166883471772309
H1FX	1.4461747657102384	5.070416475977857	4.47667512095989	0.00021786208467039088	0.003359502379269606	0.519576464970358
ZFHX2	1.607511518249522	5.909583653128427	4.4696218499463125	0.00022152272102953836	0.0033812868470062193	0.4248083388900046
GLB1L2	1.8717946208124228	3.8780643096066116	4.4690408443639775	0.00022182700634682767	0.003382810734575678	0.6362001319311448
HIST1H2AG	1.9354091758827408	3.6669982496013436	4.465422515341128	0.0002237314894450429	0.003399524047879734	0.6491017027969264
CDK5R1	1.9666415137538622	3.5895635477274963	4.4619086443746605	0.00022559673214946004	0.0034245170001329962	0.6484046809784241
SYT5	2.003539582939992	3.911138775366001	4.4533202810146815	0.0002302217288989856	0.0034755919036155254	0.5972858992804158
LLNLF-176F2.1	5.307951007109134	0.5743267504572866	4.445375190623835	0.00023458518327373686	0.0035317984007709282	0.5264959512183793
MCM4	1.3080097644565818	5.554298491536016	4.440170219293259	0.00023748874994868456	0.0035646266091421226	0.3867372844459478
C1ORF216	2.110021031901595	3.622027396664091	4.43991318432	0.0002376330682162086	0.0035646266091421226	0.5962123760323497
MSH5	1.2800834870399864	5.148656944370599	4.439539838792325	0.00023784284881499476	0.0035646266091421226	0.425748326210857
NRSN2	1.6363848787898463	4.658074817343357	4.433353241876475	0.0002413462908671595	0.003594343590178237	0.46656767271848665
CPLX2	2.8012867886119794	5.152227342145761	4.427533039696175	0.0002446895957483979	0.0036408579597598844	0.3977288405860788
TMCC2	2.8302089289392818	2.793537917269939	4.412631697173671	0.0002534631160372515	0.0037344619037866108	0.5870174650908222
CACNB3	1.433754731691244	4.854221462004716	4.410581211857764	0.00025469488392085516	0.00374410908103502	0.3918303976935187
CLCN2	1.3849411544285024	4.824602722337721	4.3984046645770105	0.0002621345051184506	0.0038029534691034765	0.36728918496229923
FIZ1	1.7686334794232783	4.571607145681956	4.3976943892915115	0.0002625751476171579	0.0038029534691034765	0.3951645183619181
FAM27E3	2.3697708817760983	5.718845215841272	4.397479578728959	0.0002627085588773887	0.0038029534691034765	0.2734290498437302
DBP	1.4446892526428674	4.236123320391993	4.387891956967111	0.0002687329585361705	0.0038799786491618476	0.4123666102539314
ESPNP	2.9485698726667615	2.3271608502155035	4.377788942947057	0.0002752314405376045	0.003937108303982659	0.5142706856685475
