gene_symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
PC	1.8984658678837962	4.387019189275427	15.84383529709985	1.0773142033378884e-12	8.580981389941659e-11	19.262030160604922
SH3BP5L	1.5989099555338644	6.068348951843692	15.822984294586885	1.103708626718492e-12	8.734863272734936e-11	19.161824481523194
NCEH1	2.106260045606909	5.874225379636274	15.814709816137166	1.1143697855191376e-12	8.763063294279791e-11	19.158661695658708
MAST4	2.5044105263162253	4.346788495477811	15.788176319293921	1.1492896763490959e-12	8.86820646512871e-11	19.19883730115911
SDCBP2	3.327504765737859	2.3904609190498176	15.774069263930313	1.1683201426958218e-12	8.959056199827712e-11	19.138532815770304
TIGAR	1.2297456781469398	5.257643833868594	15.638598581890333	1.368783453938507e-12	1.024181849837867e-10	18.973597096866982
GTF2F2	1.3084413777307802	5.257468879500685	15.605474510868923	1.4230765168343439e-12	1.0520540525051981e-10	18.933996495427486
SELPLG	2.3477783679169058	2.833806448160447	15.557311248528682	1.5060755869784425e-12	1.0937652468726972e-10	18.951330029493455
TAF9	0.9193080766284298	6.416944697700464	15.508663449429417	1.5950683810812502e-12	1.1317651857947767e-10	18.776837571495133
TCAIM	1.5495235380307877	4.963598595884404	15.412200032900971	1.7882010908766611e-12	1.2402882397732166e-10	18.715949271790965
SLC35E1	1.0511272689640387	6.612488035783858	15.398829348768574	1.8168430960839143e-12	1.2531142382263691e-10	18.640897473887904
HPCAL1	1.4158512379990729	5.493871379029137	15.219287330616645	2.2515608203421163e-12	1.5070547113412128e-10	18.456116945184462
TMEM81	3.1687294959687633	1.7862700132554095	15.19864490607138	2.3081028322678046e-12	1.5320342778052858e-10	18.317947831537968
LARP6	1.0748394747123369	6.351330856460778	15.080890812944793	2.660354033212714e-12	1.728670047054956e-10	18.254825198238073
RTCA	1.2000322005438084	5.5482479443149835	15.022209688087646	2.856482895082522e-12	1.817842155808702e-10	18.210875766837425
FAM219B	1.0960847966395741	5.778269765187183	15.004995477456534	2.9168446471300655e-12	1.8460295040971646e-10	18.179777713975426
DCBLD2	2.3540172217036606	9.335843915084101	14.90168005296593	3.3083023482416043e-12	2.0733147609843071e-10	18.065901132710923
RPL23AP82	1.3146763515160478	5.4770047612914174	14.773819954671447	3.870217437243557e-12	2.342240415696518e-10	17.903820396907083
ENTPD4	1.206032038853401	6.244666956211721	14.728241964893881	4.0939423675376555e-12	2.4655518277863364e-10	17.8161744379117
MACROD2	1.603758408707272	2.912668891035648	14.70598174797238	4.208088425532185e-12	2.5098096474212733e-10	17.94582655257739
CASP4	1.1784258987250587	5.283613895875057	14.60704488341828	4.757199192479853e-12	2.7662590424478535e-10	17.70214451638899
C11ORF68	1.4091388636529247	6.423777669623718	14.549485025255665	5.1106997038665135e-12	2.934730164834231e-10	17.584758395548782
SMURF2	1.335032378430487	7.1295952276164725	14.426373466435223	5.962221899925954e-12	3.3008785460307547e-10	17.421210136067444
FHL2	1.0110828088063775	7.4553061889984145	14.4012301810638	6.153689501712239e-12	3.3765978039173025e-10	17.390023651936943
APBA1	1.4402183870377323	5.117604625358329	14.37770312979729	6.338678695205802e-12	3.447459346740565e-10	17.417849054640484
WDR44	1.0017272551327299	5.488852152736602	14.322416736825044	6.796654595066573e-12	3.6168748978746515e-10	17.32775961775289
MED10	1.0031295245043816	5.434282530667119	14.271825563101974	7.246097981137259e-12	3.806822369154068e-10	17.264858891293876
LCE1F	7.092774658442183	0.6947380478112352	14.230309867872	7.638110173382944e-12	3.9789075190120597e-10	16.62376903431427
SPRY4	1.965980594351926	5.316094646003565	14.218959134446493	7.749106451730367e-12	3.994562652892127e-10	17.202067563600902
PRKX	1.095850291430807	4.696251807498637	14.217043949226259	7.768000348962344e-12	3.994562652892127e-10	17.237599995930395
SOX9	2.843779816680313	3.869362717266823	14.130569212232063	8.67333781192509e-12	4.3706542296337614e-10	17.18695253424944
NAV3	2.630967357464635	5.699222397986799	14.118973159221232	8.802882806322317e-12	4.4179020783274527e-10	17.053337336626523
ZNF185	3.976858988417874	2.9432807084614776	13.953693198445755	1.0886164328991822e-11	5.333356539910042e-10	17.005750254527214
SPEG	1.5185729819762939	4.453106440431762	13.868940687330364	1.214868587861156e-11	5.905026608556627e-10	16.80033701174818
TNFRSF10C	3.089667262473279	3.337489144177281	13.832498268065416	1.2737781381145943e-11	6.167084271828541e-10	16.835771190351924
SUGP2	0.945349803736141	5.542181783635479	13.823519796887124	1.2887455810257673e-11	6.215176930993798e-10	16.6705187580084
SCFD2	1.3051437719565042	6.4077934695729795	13.703829391823598	1.5068135709149118e-11	7.15797585952903e-10	16.47628198564624
ANKRA2	1.240434040240943	3.940821546000794	13.703180332154435	1.5080960911617623e-11	7.15797585952903e-10	16.621759249188088
OCRL	0.978001071664421	6.339364428269711	13.70058876338441	1.5132283325263867e-11	7.15797585952903e-10	16.47349611022258
SESN2	1.4286403570519388	6.22059807336905	13.662619169688046	1.5905517960338422e-11	7.459719772826757e-10	16.42570483904652
CROCCP3	3.378102292803245	1.702448560178801	13.660424770217459	1.59514500245121e-11	7.459719772826757e-10	16.48572624575076
MET	2.3488303621197666	6.474999947123899	13.591360707480069	1.7470267664027112e-11	7.994858633385483e-10	16.323117284820942
APCDD1L	1.8511937297787764	5.086148836227467	13.563997638567997	1.8113171653681723e-11	8.221515339571858e-10	16.346895404147297
AGPAT1	1.1352684944917888	6.412509791589406	13.47447402316379	2.0395041101734913e-11	9.053397249763188e-10	16.165452717471524
MRTO4	1.7774876392985477	4.468697573609239	13.374759056355535	2.3294303160579487e-11	9.876600976804699e-10	16.136108985868834
FCHO2	1.1735612432215898	5.953194338966106	13.36747479557751	2.352232625985191e-11	9.911489419936234e-10	16.034389739760226
PTPRR	5.535276814250062	-0.6939350301623526	13.2958544836895	2.5892598150503714e-11	1.0769563361058349e-09	14.30355006765373
PODXL	3.967005558722515	6.3078050022091245	13.233304553635927	2.8166921485641636e-11	1.1553116699725304e-09	15.836492459877858
ITPRIP	1.333310550928	6.52348008475254	13.227576488184507	2.8385380150069198e-11	1.160416898452829e-09	15.823855545994814
ERN1	1.477553758121056	4.773309116828244	13.213008822103596	2.894898296567751e-11	1.1792683261697679e-09	15.889714861406626
TOX2	1.4206714077811378	4.387643359343751	13.210746618805558	2.9037548287348894e-11	1.1792683261697679e-09	15.918307199095484
AEN	1.0309999621689512	6.186521398708109	13.205218389127577	2.9255172384965304e-11	1.184211010704202e-09	15.80129966035776
CDCP1	2.9921712502001494	3.698765481326178	13.184255280636629	3.00960177771061e-11	1.202477137463275e-09	15.943157323673404
TRIM35	1.3532135659976605	5.562407582584203	13.116567881374044	3.29877571992127e-11	1.2929106361316824e-09	15.70648272954025
YBX3	0.7705112649389863	7.690337088642253	13.110624139436307	3.3255189948837075e-11	1.2992676427479195e-09	15.661229504093175
AKR1B1	1.0811949119669872	7.188193867114314	13.102185605109495	3.3638771842127334e-11	1.3101081298514322e-09	15.645116050602805
MGME1	1.3346329336547127	4.826596498107651	13.07541685873944	3.48864677927691e-11	1.3364869723480772e-09	15.694897074991433
ARHGAP33	2.0969190061041267	2.538425965671681	13.009449818165457	3.817211789309557e-11	1.4500706692558704e-09	15.763641736791579
PREPL	1.0726923872781002	6.499335899926943	12.969107032479737	4.033945607554592e-11	1.5000931467129217e-09	15.463176171921603
C4ORF32	1.293776517637772	4.776764890107496	12.90170614319206	4.425204625035461e-11	1.6101110170375258e-09	15.45570088606601
ADI1	1.2282396687970962	6.826443353087805	12.889729214182402	4.498781626517326e-11	1.6233018327484398e-09	15.347255130579367
TMEM63B	0.976859704970364	5.334896438953852	12.845156927252914	4.7840251884653214e-11	1.7070397392136664e-09	15.337644372212633
FAM177A1	1.1832520384744383	5.700959272889315	12.799890160946138	5.0931170400978887e-11	1.7863529254843331e-09	15.253793381632358
TSPYL2	2.1705749026198276	3.8951035292907012	12.791372282220717	5.153575087693522e-11	1.7922827614834994e-09	15.379653972494769
YWHAQ	0.8190778335294713	9.454895398968503	12.783165967280205	5.2125312193065306e-11	1.8026305443573787e-09	15.247694633805013
TMEM132B	3.6372652120932916	3.964413579234357	12.723035253812458	5.666611226729348e-11	1.9420588136365495e-09	15.27651922236556
TDRD7	1.4435464128044115	4.1768066112001385	12.721513327056623	5.678626532664785e-11	1.9420588136365495e-09	15.2539536117693
ATG5	0.8594686764500503	5.475087506987357	12.694206093763533	5.898795156171776e-11	1.9952472602218287e-09	15.11503990396242
TM2D1	1.0230755672754785	4.805204093267712	12.688341194035525	5.947234557912863e-11	2.0037400115050384e-09	15.15105996626354
FAM73A	1.3148873047506449	5.696445185472286	12.674755643329854	6.061043547477662e-11	2.0334142292706305e-09	15.075441248164502
ANAPC16	1.083729445267866	4.993844255964304	12.671902170091728	6.08523550879872e-11	2.035997766710813e-09	15.113021686481611
MAP3K7CL	1.9247459584883577	5.784239798799193	12.661788521196069	6.171795363727377e-11	2.059377988123735e-09	15.052344936722607
ANKRD13C	1.0258172419226588	5.3476984162370265	12.650438481753957	6.27047095668129e-11	2.0810546890104086e-09	15.059499667548714
TP53I3	1.3965740285424522	5.789595172851474	12.6457679709969	6.311553081928823e-11	2.088372450686221e-09	15.029082929193159
FAS	1.187750503822251	6.3327200344942245	12.644093411790115	6.326351016982397e-11	2.088372450686221e-09	15.004446663616177
SCN8A	1.1744865561122486	5.535247283022407	12.61038909406872	6.632027725888002e-11	2.1603961557734375e-09	14.991576289534763
IL20RB	3.7696831920853975	5.076297727446922	12.534523827892267	7.37790409321952e-11	2.3782664212764543e-09	14.909828739732575
BDNF	2.763827304771967	3.418866804148907	12.487435153451756	7.884492863945419e-11	2.5152958371646034e-09	14.995562697552815
PIDD1	1.6044042765103455	4.31571599427805	12.474370609542355	8.031389091185439e-11	2.5429419218573854e-09	14.88747660025722
AP1AR	1.4190520263454793	4.963029176542048	12.448310440866187	8.333010102992963e-11	2.597963200291695e-09	14.793339393779451
BTRC	1.0676319508822663	4.078606429660365	12.386127207808242	9.101511940797891e-11	2.7952056323654417e-09	14.783073766126163
CES2	1.0251387504148877	6.1393116469753055	12.377250970804013	9.217105540718136e-11	2.823682010067149e-09	14.623961241075728
EPHA4	1.9606709874192885	4.5406762532534435	12.362761307625279	9.409107868726864e-11	2.868267796229676e-09	14.704859872247198
MGAM	4.7737141854743665	-1.0266478203835105	12.343465942809537	9.671298250133649e-11	2.94093222158005e-09	13.052336146757355
BTBD6	1.025326710972239	6.207102330591879	12.335021619973375	9.788431833857636e-11	2.966343740090878e-09	14.559655345496841
SERPINB8	1.297542567616481	5.944308889049979	12.33398463807689	9.802917916386507e-11	2.966343740090878e-09	14.56914905440021
GOT2	0.8545463192311322	6.900546236059092	12.307102373190885	1.0186368865281226e-10	3.072479879541035e-09	14.506426119259292
CLPTM1	0.8440524295150746	7.487349683255379	12.285339706444763	1.0508256856577563e-10	3.125523901689922e-09	14.47560546225186
BCL2L1	1.2104824768450815	7.570297950629789	12.284332116182807	1.0523414848925257e-10	3.125523901689922e-09	14.475135522359674
CSNK1E	0.8166336268498382	7.049953234044637	12.2837958581285	1.0531491520354831e-10	3.125523901689922e-09	14.471658136544455
EPHB1	4.563958832665532	3.8034776254907174	12.274629844411798	1.0670547938253082e-10	3.1441189700637838e-09	14.649841987380414
SPHK2	1.4940611597439348	4.948246312985644	12.270407602043855	1.0735246855527164e-10	3.1556513732937704e-09	14.534947943454108
ANGPTL4	3.57118624351047	3.1858172623994383	12.257797498194135	1.0930926291484835e-10	3.1979435069827437e-09	14.687324566085245
AP3M2	1.2329684726249708	4.192331660511851	12.250293128590519	1.104914136377049e-10	3.217280643328077e-09	14.574053764577314
NTPCR	0.8487276911904242	5.314516337553171	12.248487429207303	1.1077785033573462e-10	3.218031388811717e-09	14.477676142456232
RANGAP1	1.3772094166558553	7.124617863241206	12.208498692014276	1.1732402036245975e-10	3.3860029610345615e-09	14.360503747244262
STOML1	1.2969205371657697	5.025385455056937	12.151394208965733	1.2738062484510952e-10	3.6319658067845777e-09	14.353793430087855
POLR3A	0.9504061990811659	5.704407422311765	12.132871099178674	1.3083284471936717e-10	3.7218025366481734e-09	14.284845902787067
NRP1	1.0011237641140784	10.049938342809616	12.109131726215756	1.3540064768137833e-10	3.8340743033814146e-09	14.288132677784677
PRKCD	1.269273537650971	5.480415097177953	12.09812715791154	1.375742852028486e-10	3.872449778306261e-09	14.245626323030216
AZIN1	0.9446530128985984	7.684731502653425	12.083002776891972	1.4062129684033775e-10	3.933628699186205e-09	14.178687118907373
SMOX	1.2100684030066153	4.496780554260105	12.08198864006505	1.4082811315732242e-10	3.933628699186205e-09	14.296678803926168
RASSF1	1.2915726581671905	5.264126178293406	12.00619855022272	1.5721955598598733e-10	4.361871097085393e-09	14.121511260944155
SPRY2	1.978766363609914	6.476101785851236	11.982142623336951	1.6282929436451907e-10	4.487255509429358e-09	14.028783228353328
AIG1	0.881049228961694	4.793144722588455	11.964135484190532	1.6716502295935716e-10	4.58830899208493e-09	14.09404187033687
OPN3	1.809478212370093	4.254138820766849	11.963830383391995	1.672395145341178e-10	4.58830899208493e-09	14.144887344284365
SPRYD7	1.19086619283929	4.048253763437536	11.95049638084213	1.7052915490655445e-10	4.668188351388739e-09	14.146488799004675
IVL	5.908898008357557	0.11355042817515389	11.927923573245529	1.7625299035067536e-10	4.771972409801399e-09	13.55017485711519
MT2A	2.4177468269275613	8.122178468175392	11.915085869018675	1.7959741693453655e-10	4.851881202349646e-09	13.93720090859166
LAMC2	2.9080258839710993	3.063727527665406	11.896060547193207	1.8467617187399652e-10	4.967346444349371e-09	14.17043179707698
GGA1	0.8170994147077586	5.220181320940881	11.868268752717023	1.9236620466938543e-10	5.1517422187597235e-09	13.917283039870405
EIF4A2	1.2963099464615535	8.911910217085243	11.852706478563137	1.9681762342691438e-10	5.248186563344892e-09	13.866922031717205
ENDOD1	1.9481534597410928	5.8465836155323565	11.84992378055882	1.976248511382892e-10	5.258354336537324e-09	13.853394838688523
METTL5	1.0182789465191462	4.740610946461888	11.819046496070152	2.0681749598115258e-10	5.467599154996381e-09	13.880694518430944
FAM86DP	1.8952415154727964	4.14450689100494	11.81210452942551	2.0894502168284222e-10	5.512041106188825e-09	13.929039783769138
PCMT1	0.704114557766264	6.535019747570421	11.792954581858991	2.1493323691075334e-10	5.657922692750876e-09	13.741993878721225
ALDH2	1.1958767131863235	5.070413670641767	11.788294890682192	2.1641725124567495e-10	5.672234518795098e-09	13.806854509502259
PCDH9	2.409898350392507	3.210140078804548	11.769419928847823	2.225388174267047e-10	5.805747222840294e-09	13.968655856141098
WTIP	1.2910045835471813	5.12296709491452	11.764568629323287	2.241412150246885e-10	5.825784085673272e-09	13.76705101230056
KPRP	6.2637253414097565	2.088627717073482	11.73456807826785	2.3432175021493483e-10	6.052168050530513e-09	13.967800923881711
BCAR3	1.5570052209519263	6.7914712928189855	11.717748941807075	2.4023929692991086e-10	6.1791549164514155e-09	13.624208159753017
VTI1A	0.8518653929100566	5.27386268458115	11.712071792753797	2.4227175086142064e-10	6.2055747637657664e-09	13.677009126797993
GDI1	0.911447203411134	6.783220411410858	11.701760089023365	2.460094409479573e-10	6.2882661655144534e-09	13.599842537243674
RNPC3	1.9329707290369422	2.7426270421872005	11.650710103715378	2.654205951387662e-10	6.714923499145917e-09	13.832112293375165
NTSR1	5.728138098250185	3.302749358660082	11.6481093100161	2.6645133428536713e-10	6.7190917812625145e-09	13.777060490887507
SLC7A1	1.5858553858189728	8.308467183383982	11.645318227318919	2.6756213691855434e-10	6.727743670868578e-09	13.53249919646002
NSF	0.7049506267581735	6.5878125504183105	11.610983674630168	2.816290257005338e-10	7.0527220107480534e-09	13.462921036642516
PYGB	0.9918871316896709	7.761721333454601	11.60224764490304	2.8532992703220716e-10	7.130937812023542e-09	13.452012767868943
NRIP3	1.5906033387775977	3.6292892268366193	11.59259617686571	2.8947771825883593e-10	7.21998365580523e-09	13.65567220929426
KRT8P12	3.159543637542053	1.7585098340617096	11.572622457680284	2.982626965604907e-10	7.401913248177511e-09	13.706639963081296
REEP5	0.7332079945404315	7.721879218224503	11.554568755264468	3.0644266445817753e-10	7.536536126296134e-09	13.37775416870344
NFKBIB	1.0921439846507908	4.399287065154731	11.542628905513105	3.119808433034227e-10	7.657486066449417e-09	13.49284691539212
CALM1	0.7796513930727773	8.478615801556515	11.534828193700628	3.1565545457104434e-10	7.732306035980384e-09	13.367638231767527
STPG1	1.5892787151148475	4.037171080182253	11.518523515800808	3.234825703273686e-10	7.877151505447125e-09	13.494820908727919
TOR1AIP1	0.6561363836397458	7.30501074270659	11.494658417318435	3.3530619060699743e-10	8.13298669790568e-09	13.28007725897459
THUMPD2	1.6401922556388113	3.086005128073413	11.47832375840984	3.436582736106145e-10	8.2867286054622e-09	13.54308696343308
CDH13	0.8332934731659885	8.022022439413986	11.476369525498978	3.4467193462689206e-10	8.294970184997289e-09	13.263778087874531
HIPK2	1.558592172839881	6.633362060963952	11.472838499112981	3.46511398244734e-10	8.323015024765537e-09	13.248826601039678
KCTD4	5.581206805171801	0.7505175987172903	11.462984143493102	3.516993436983783e-10	8.398607538298218e-09	13.289185026903404
HMOX2	0.9517524331542724	5.0334687074931335	11.45123108996418	3.5799304205815437e-10	8.515957798169505e-09	13.293242271599985
ISCU	0.9167976984446602	6.743427804059672	11.44427086121093	3.6177551216143284e-10	8.589385525278941e-09	13.203176029548784
RPP40	1.4176016974941237	3.4304951477950087	11.412820460814732	3.793941738331086e-10	8.921905657416304e-09	13.404803020632265
NFE2L1	0.8549735340341851	8.596006313080949	11.410382148434916	3.8079700691260594e-10	8.937870432211088e-09	13.178339736628713
UCHL1	1.8239349631257094	5.938898605048475	11.402379985090336	3.854390378670513e-10	9.029659129993577e-09	13.16165238435537
ST8SIA5	4.867318714815077	0.690510105852259	11.3902239400229	3.9260401551410435e-10	9.16273946226301e-09	13.164869325924379
OTUB1	0.8530251613857631	6.244320867548824	11.387535321816005	3.942074173887864e-10	9.171306473617124e-09	13.125234882550782
BCL2L2	1.1962839332534863	5.175455881417676	11.387118165876633	3.9445680685976773e-10	9.171306473617124e-09	13.183121770004645
VAMP1	1.7423991784025294	3.0239676389857975	11.355712245121781	4.137131785539573e-10	9.58293227472262e-09	13.362474764534202
MBOAT7	1.1473444326772144	7.388747787733157	11.347155172733363	4.191281365953378e-10	9.690179727352135e-09	13.050843656943163
KCTD2	0.8523703435337255	5.849051700842803	11.345629313553438	4.2010145073191347e-10	9.694528057450847e-09	13.077763350603739
FAM129B	0.9718172130513985	9.761984408462025	11.332655392096848	4.284731318255473e-10	9.832582315089604e-09	13.095878864223558
ALDH4A1	1.1856998577261457	4.629031111708425	11.313193263220947	4.413593063261821e-10	1.0072129382445554e-08	13.114610443927539
PAPPA2	5.374570584731303	1.2651327068421818	11.299010855873744	4.5100395620091165e-10	1.025431831170618e-08	13.224741154537316
CHTF8	0.675332734109312	6.686932751410807	11.295291214409763	4.535696930635955e-10	1.029369748265285e-08	12.970961639529474
USP54	1.803243366410439	3.8800097310519126	11.261948302470488	4.772605074676225e-10	1.0783557147575996e-08	13.116617901321883
SAP18	0.9072139229534519	6.806213961573102	11.26004924804826	4.786480898162681e-10	1.0783557147575996e-08	12.914384482935922
LIAS	1.5337449481350531	3.284150650334472	11.245200404099474	4.896438692806121e-10	1.1007069451429999e-08	13.163699926695175
PITHD1	1.0473830636360306	4.701476011644844	11.243068941591243	4.912437443494192e-10	1.1007069451429999e-08	12.99780794463797
C21ORF59	0.8318517161177983	4.667854953773658	11.200545053869414	5.243279820751784e-10	1.1663699579639915e-08	12.934270423447053
FAM103A1	1.092144319007959	4.8173973048882885	11.173374331617987	5.466772430895011e-10	1.2138987847451404e-08	12.877244934789179
SYNGAP1	1.4038841420401695	5.474404575178907	11.142817112097099	5.730037175290318e-10	1.2632685529666833e-08	12.78013006769137
RBM18	1.044897565908915	5.2536337574579735	11.118588850075447	5.948160312419845e-10	1.2954326387442314e-08	12.755819147581217
PID1	1.8883187835997326	5.475043004007871	11.118456123728901	5.949378796111932e-10	1.2954326387442314e-08	12.741476105256599
HSPB7	1.9979632155917733	5.629174844100114	11.105081695138008	6.073506535114556e-10	1.317812156107633e-08	12.711070164957473
PRNP	1.563109933739982	9.34996595042113	11.101242650626341	6.109633363120016e-10	1.3233251491417494e-08	12.717078430220202
GPX1	1.2534100993768806	8.183382127661368	11.077256392866135	6.340487028133459e-10	1.3709221164507124e-08	12.64096759831997
SIPA1L3	1.4384380918446356	5.175856380898378	11.067064129803263	6.44131893644108e-10	1.3870149983086877e-08	12.679436098476838
FAM89B	1.3115101249735792	5.483112906588703	11.066332610929338	6.448619869019818e-10	1.3870149983086877e-08	12.658152674928571
PTPN22	4.1926062232834935	0.887958071561793	11.057887571063425	6.533533394762849e-10	1.395553690168549e-08	12.773472139299459
ENTPD5	0.9819740394976413	4.334412812633541	11.053765601170939	6.575401860674017e-10	1.402071008149938e-08	12.736909068063175
MT1E	1.5408933361342534	4.828406140788344	11.047737872569313	6.637132347205339e-10	1.4127937234240884e-08	12.677220836771998
PXN	0.8985703154740561	8.111844535545966	11.044948276756392	6.66590513681754e-10	1.4140423508444904e-08	12.587355115962554
PCYT1A	0.6994013846403941	7.017644526937642	11.034692688334143	6.772807755563645e-10	1.4293518726527993e-08	12.555822117497785
WDR45	0.9097805190956816	5.892867198485429	11.029034385273262	6.832552945314745e-10	1.43949997718184e-08	12.575025640891965
C8ORF33	0.7546428798976299	6.540658150528072	11.027536842879018	6.848457082288149e-10	1.4403926940022058e-08	12.548830409950469
AARSD1	2.737768378452347	2.908199985023568	10.99252918227975	7.231455979948024e-10	1.508100600142539e-08	12.812177353634878
HSPA9	0.7086708432853062	8.476329463635071	10.974150513520026	7.44140513832493e-10	1.5466597279084104e-08	12.485241029470462
STX1A	1.685881012558177	3.4710828518560914	10.96873086131549	7.504522902695243e-10	1.557156970700428e-08	12.707718230569693
AMZ2	0.9937507158084147	6.173513587168023	10.958397230618143	7.626421277429541e-10	1.5745116570425607e-08	12.448560781883952
LY96	1.153181319292191	3.2967915716421308	10.948247651165767	7.748159719646276e-10	1.596974622683688e-08	12.697421320278261
ADAM32	1.3924651433122315	2.4284063803628966	10.946547967123726	7.768743749599967e-10	1.5985485055426868e-08	12.780619237216477
PRKAB1	0.8661305685102043	5.055136623419172	10.933743369421283	7.925658649270507e-10	1.6233636765778134e-08	12.47558917368496
DGKA	1.2469759676821104	5.229758090474825	10.931030038359692	7.95933168597193e-10	1.6233636765778134e-08	12.458196556901026
EBAG9	1.1233166722119994	3.348801349015165	10.930314559505913	7.968235768719869e-10	1.6233636765778134e-08	12.6624870779514
RRP15	0.792974372931682	4.92251453553139	10.912051468050809	8.199070459427473e-10	1.6594380965916653e-08	12.45184865974488
